image;Majority Human;GPT-4o;GPT-4o Explanation
fdp_24-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a public square with campaign-related banners and people gathering, indicating a political event setting.
afd.bund_25-09-2021_00:00_video6.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with banners and people assembling, indicating a political event or rally.
robert.habeck_22-09-2021_00:00_image16.jpeg;Campaign Event;Campaign Event;The image shows a person with a child on their shoulders at what appears to be a public event, with text overlay related to an upcoming decision. This suggests a campaign event setting.
christianlindner/2021-09-15_18-37-22_UTC_7.jpg;Campaign Event;Campaign Material;The image shows a setup with campaign materials, including banners and a tent with political branding, indicating a focus on promoting campaign messages.
spdde/2021-09-18_14-42-04_UTC_5.jpg;Campaign Event;Campaign Event;The image shows a person clapping in what appears to be a public setting, likely indicating participation in a political event or rally.
robert.habeck/2021-09-16_20-45-40_UTC_4.jpg;Campaign Event;Campaign Event;The image shows people attending an outdoor event, likely a political gathering or rally, as indicated by the stage setup and audience. This setting aligns with the characteristics of a campaign event.
robert.habeck/2021-09-15_19-03-35_UTC_1.jpg;Campaign Event;Review;The image shows two children standing by a barrier, one holding a pamphlet. This setting suggests they are observing an event, possibly a campaign rally or public gathering. However, the focus is not on the event itself but on the candid moment of the children, which doesn't clearly fit into any specific category.
dielinke_23-09-2021_00:00_video0.jpeg;Campaign Material;Campaign Material;The image shows a projection on a building with text and logos, which is a form of campaign material used for promotion.
christlichsozialeunion_18-09-2021_00:00_video11.jpeg;Campaign Material;Campaign Event;The image shows a setting related to a political event, specifically a stadium tour by the CSU, indicated by the banners and text. This suggests a public gathering or event.
olafscholz/2021-09-16_19-01-33_UTC_2.jpg;Campaign Material;Campaign Event;The image shows a politician engaging in a promotional activity, likely related to campaign messaging or advocacy, as indicated by the sign and the context of the event.
afd.bund_17-09-2021_00:00_video2.jpeg;Campaign Material;Campaign Event;The image shows a public space with a campaign vehicle and a question about speakers, indicating preparation for a political event.
susanne_hennig_wellsow_24-09-2021_00:00_image3.jpeg;Behind The Scenes;Behind The Scenes;The image shows a ticket for a plenary session at the Thüringer Landtag, indicating a behind-the-scenes or insider perspective of a political event.
cdu_14-09-2021_00:00_video2.jpeg;Review;Media Work;The image shows a person in a formal setting, likely a panel or discussion, which suggests media coverage or a public event.
spdde_18-09-2021_00:00_video8.jpeg;Behind The Scenes;Behind The Scenes;The image shows a casual, candid moment with individuals in a non-formal setting, likely between events or during a break, which fits the 'Behind The Scenes' category.
olafscholz_17-09-2021_00:00_image5.jpeg;Behind The Scenes;Behind The Scenes;The image shows a candid moment of a politician in a non-public setting, suggesting a behind-the-scenes glimpse. The text indicates a personal reflection on the day's activities, which aligns with informal, preparatory moments.
markus.soeder/2021-09-14_07-32-45_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a group of people in a classroom setting, suggesting a direct engagement with the public in an informal environment.
abaerbock/2021-09-25_15-05-02_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a public setting, likely engaging in direct voter contact.
robert.habeck/2021-09-21_07-27-48_UTC_3.jpg;Individual Voter Contact;Campaign Event;The image shows a group of people, including individuals wearing masks with a political logo, interacting in what appears to be a public setting with an audience. This suggests a political event or gathering.
spdde/2021-09-24_20-19-17_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a group of people, suggesting a personal engagement with voters. The presence of campaign materials like a sign reinforces the context of direct voter contact.
nicola_beer_24-09-2021_00:00_video0.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people standing in front of a building with text discussing climate policy and the automotive industry. This suggests a formal or semi-formal setting, possibly related to a campaign or policy discussion.
abaerbock_23-09-2021_00:00_image6.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a personal interaction between a politician and a voter, with the politician engaging directly with the public. This fits the category of direct voter contact.
nicola_beer_26-09-2021_00:00_video1.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows two individuals engaged in a conversation in an outdoor setting, suggesting a casual interaction rather than a formal event or media engagement.
cdu/2021-09-21_18-48-32_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a crowd, likely engaging with voters in a public setting.
christianlindner/2021-09-17_16-42-20_UTC_1.jpg;Individual Voter Contact;Campaign Event;The image shows a politician standing among a crowd of people, suggesting a public gathering or event. This setting is typical of campaign events where politicians engage with the public.
olafscholz_23-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician on stage with another individual, indicating a public event. The text suggests a formal setting where support is being acknowledged.
fw_bayern/2021-09-24_05-33-37_UTC.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a microphone, in front of a backdrop with a logo. This setting is typical of a formal speech or presentation, which aligns with a campaign event.
robert.habeck/2021-09-15_08-15-16_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person holding a microphone in front of a crowd, suggesting a public speaking event or rally.
abaerbock_22-09-2021_00:00_image14.jpeg;Campaign Event;Campaign Event;The image shows a formal setting with a stage and an audience, indicating a public discussion or event related to political topics.
fdp_20-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows individuals on a stage, likely at a formal gathering or event, which is characteristic of a campaign event. The presence of a large screen with campaign visuals in the background supports this classification.
die_gruenen_13-09-2021_00:00_video9.jpeg;Collage;Collage;The image features a combination of visual elements, including multiple smaller pictures and a composed layout, which is characteristic of a collage.
abaerbock_22-09-2021_00:00_video2.jpeg;Media Work;Behind The Scenes;The image shows a group of people preparing for a livestream event, indicating informal, behind-the-scenes activity before a public-facing event.
christianlindner_20-09-2021_00:00_image5.jpeg;Media Work;Media Work;The image is a promotional graphic for a TV show featuring multiple people, text, and a logo, indicating media coverage.
armin_laschet/2021-09-22_09-18-33_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a formal setting with individuals who appear to be at a public event, likely a political gathering or rally. The presence of multiple people in a formal setting suggests it is part of a campaign event.
olafscholz_17-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a politician in a room with people seated at tables, suggesting a formal gathering or meeting. This setting aligns with a campaign event where discussions or decisions are made.
markus.soeder/2021-09-16_15-50-02_UTC_1.jpg;Individual Voter Contact;Behind The Scenes;The image shows a politician interacting with animals in a farm setting, which is likely part of a public engagement or informal visit. This type of image is typically categorized as 'Behind The Scenes' as it captures a candid moment outside of formal campaign events.
fw_bayern_17-09-2021_00:00_video2.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a group of people, including a politician, walking outdoors in a casual setting. This suggests an informal or candid moment, possibly during a break or a non-public-facing activity.
cdu_23-09-2021_00:00_image3.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people gathered together, likely for a political event or meeting, as indicated by the formal attire and setting. The presence of a group suggests a formal gathering or event.
susanne_hennig_wellsow/2021-09-24_17-21-09_UTC_6.jpg;Individual Voter Contact;Individual Voter Contact;The image shows two individuals taking a casual selfie, suggesting a personal and informal interaction.
abaerbock/2021-09-22_19-23-29_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a personal interaction between a politician and a member of the public, emphasizing direct engagement.
olafscholz_23-09-2021_00:00_video0.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a politician in an informal setting, possibly engaging with the public or arriving at an event, with text overlay providing context about the visit.
saskiaesken/2021-09-22_05-15-14_UTC.jpg;Individual Voter Contact;Behind The Scenes;The image shows a group of people standing together in front of a building, likely indicating a visit or informal gathering. There are no clear signs of a campaign event, media work, or voter interaction, suggesting a more casual or behind-the-scenes moment.
abaerbock_24-09-2021_00:00_image1.jpeg;Individual Voter Contact;Campaign Material;The image shows an indoor setting with informational displays and people engaging in discussion, which suggests a focus on campaign-related information sharing or community engagement.
cdu_23-09-2021_00:00_video4.jpeg;Individual Voter Contact;Review;The image shows a politician in a formal setting, possibly during a visit or event, but it does not clearly fit into any specific category like a campaign event or media work. It seems more like a candid moment.
armin_laschet/2021-09-16_15-01-25_UTC.jpg;Collage;Collage;The image features a composed layout with text and a photograph, typical of promotional or explanatory materials.
armin_laschet_25-09-2021_00:00_image1.jpeg;Media Work;Collage;The image features a composed layout with text, logos, and a photograph, typical of promotional or explanatory content.
armin_laschet_26-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image shows a politician speaking at a podium with a backdrop featuring party logos, indicating a formal setting typical of media coverage or a press conference.
engin_eroglu__17-09-2021_00:00_image5.jpeg;Collage;Collage;The image is a map with text and color-coded regions, providing information about nuclear power in the EU. It combines visual elements and text to convey information.
armin_laschet_24-09-2021_00:00_video17.jpeg;Media Work;Media Work;The image is a promotional graphic for a TV appearance, featuring text and design elements typical of media announcements.
spdde_20-09-2021_00:00_image0.jpeg;Collage;Collage;The image is a composed graphic featuring a countdown timer, text, and a photograph of a politician, which is typical of promotional or explanatory materials.
armin_laschet_13-09-2021_00:00_video6.jpeg;Collage;Collage;The image is a promotional graphic for a media appearance, featuring a politician and details about a TV program. It combines visual elements and text to advertise the event.
armin_laschet_14-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image promotes a podcast interview, which involves media interaction and coverage.
fdp_18-09-2021_00:00_video4.jpeg;Collage;Social Media Moderation;The image shows a person in a casual setting, engaging directly with the camera, which suggests a spontaneous and personal connection typical of social media interactions.
fw_bayern_25-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image shows a newspaper with campaign-related content, indicating media coverage of political material.
die_gruenen_23-09-2021_00:00_video9.jpeg;Collage;Review;The image is a solid green color with no discernible content or context related to the election campaign.
fdp_20-09-2021_00:00_video4.jpeg;Collage;Collage;The image is a highly composed visual with text and graphic elements, typical of promotional or explanatory content.
grey_gor_22-09-2021_00:00_video0.jpeg;Collage;Collage;The image is a composed graphic featuring text, logos, and visual elements related to the Freie Wähler party's election program. It is not a photograph of a real-world event but rather a promotional or explanatory visual.
nicola_beer_24-09-2021_00:00_video5.jpeg;Collage;Campaign Event;The image shows a person speaking in a public setting with campaign materials visible, indicating a formal gathering or speech.
fdp_20-09-2021_00:00_video3.jpeg;Collage;Collage;The image is a highly composed visual with text and graphic elements, typical of promotional or explanatory materials.
engin_eroglu__14-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image shows a newspaper article with highlighted text and commentary, indicating a focus on media coverage and analysis.
christlichsozialeunion/2021-09-16_09-33-33_UTC.jpg;Collage;Collage;The image features a person in a formal setting with a logo and design elements, suggesting it is part of a composed visual piece for promotional purposes.
markus.soeder/2021-09-24_09-12-12_UTC.jpg;Collage;Collage;The image is a composed graphic featuring multiple visual elements such as text, logos, and images of individuals, which is typical of promotional or explanatory materials.
cdu_26-09-2021_00:00_video16.jpeg;Collage;Review;The image is a blank screen with a YouTube link, which doesn't fit any specific category and requires further review.
dielinke_17-09-2021_00:00_video2.jpeg;Collage;Collage;The image features a combination of visual elements, including text and graphics, promoting a specific campaign challenge. This composition aligns with the characteristics of a collage.
fw_bayern_26-09-2021_00:00_image0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text, a logo, and a video thumbnail, which are used for promotional purposes.
grey_gor_25-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a composed visual with text, logos, and a portrait, which is typical of promotional or explanatory materials.
die_gruenen/2021-09-25_13-20-51_UTC_3.jpg;Collage;Social Media Moderation;The image shows an individual speaking directly to the camera in a casual setting, likely for a social media post or video. The text overlay provides information about the federal elections, suggesting a direct and personal communication style typical of social media engagement.
die_gruenen_14-09-2021_00:00_video0.jpeg;Collage;Review;The image is a simple text overlay with a hashtag, lacking any visual elements or context to classify it into a specific category. It does not fit into any predefined categories like Campaign Material or Collage, as it lacks promotional or composed elements.
olafscholz_20-09-2021_00:00_image2.jpeg;Media Work;Collage;The image is a composed graphic featuring a photograph of a politician, text, and a logo, promoting a TV event. This fits the characteristics of a collage.
christianlindner/2021-09-22_20-20-19_UTC_6.jpg;Campaign Event;Campaign Event;The image shows people taking a selfie at a public event with a stage in the background, indicating a political gathering or rally.
cdu_17-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a large gathering with campaign posters and a bus featuring political figures, indicating a formal political event.
fw_bayern_14-09-2021_00:00_image0.jpeg;Campaign Material;Campaign Material;The image features individuals holding campaign signs for 'Freie Wähler,' which are campaign-related materials. The presence of logos and promotional text further supports this classification.
spdde_26-09-2021_00:00_video4.jpeg;Campaign Material;Campaign Material;The image shows a campaign booth with materials and individuals promoting a political party, which fits the description of campaign-related materials.
fw_bayern_16-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a group of people gathered together, likely for a formal meeting or event, as indicated by the hashtag #HERBSTKLAUSUR. This suggests it is a campaign event or gathering.
fdp_17-09-2021_00:00_image1.jpeg;Media Work;Media Work;The image shows a person being interviewed by a media outlet, indicated by the microphone labeled 'Welt' and the presence of a camera. This setting suggests media coverage.
armin_laschet/2021-09-21_11-03-21_UTC_4.jpg;Media Work;Media Work;The image shows a politician speaking at a podium with a backdrop that includes official logos, indicating a formal setting likely related to media coverage or a press conference.
afd.bund/2021-09-25_07-00-43_UTC.jpg;Media Work;Media Work;The image shows a politician speaking at a press conference or media event, with a logo and source information indicating media coverage.
abaerbock_20-09-2021_00:00_video1.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a behind-the-scenes moment with people interacting in a casual setting, likely away from the main public event.
cdu_19-09-2021_00:00_image0.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a group of people, including a politician, posing for a photo with a family. This setting suggests a direct interaction with voters in a casual environment.
christianlindner_25-09-2021_00:00_image5.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a casual, informal interaction likely taking place during a break or behind the scenes of a campaign event. It captures a candid moment rather than a public-facing activity.
abaerbock_25-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a casual interaction in a natural setting, possibly related to a climate event, with a focus on personal engagement rather than a formal campaign event.
robert.habeck_20-09-2021_00:00_image1.jpeg;Media Work;Campaign Event;The image shows a formal gathering with photographers and attendees, suggesting a structured event related to the election.
die_gruenen_13-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is characteristic of a political event.
christlichsozialeunion_25-09-2021_00:00_video10.jpeg;Campaign Event;Collage;The image shows logos and text related to political parties, likely used for promotional purposes.
cdu/2021-09-24_19-39-33_UTC_7.jpg;Campaign Event;Campaign Event;The image shows a political event with a sign held up by an attendee, indicating a public gathering or rally. The presence of a stage and people in the background suggests a formal campaign event.
nicola_beer_20-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a large indoor event with a stage and audience, indicating a formal gathering or conference. The presence of a speaker and organized seating suggests a political event.
robert.habeck_25-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a person addressing a crowd, which is typical of a political rally or public speech.
cdu_26-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a political gathering with signs and a stage, indicating a formal campaign event.
fdp/2021-09-21_13-31-22_UTC.jpg;Campaign Event;Collage;The image features a combination of text and a photograph of a politician speaking, which is typical of a collage used for promotional or explanatory purposes.
die_gruenen_25-09-2021_00:00_video43.jpeg;Campaign Event;Campaign Event;The image shows a public setup with a stage and a screen displaying a speaker, indicating a formal gathering or event. The presence of campaign-related text and visuals suggests it is part of a political event.
robert.habeck_15-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is characteristic of a political event.
afd.bund_17-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a person speaking at a podium on a stage, which is typical of a political event such as a rally or speech. The presence of campaign branding and a public setting indicates it is part of a formal campaign event.
robert.habeck_25-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a person addressing a crowd, which is typical of a political event or rally. The presence of an audience and the context of a campaign moment suggest it is part of a public gathering.
abaerbock_18-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a speaker on stage addressing a crowd, which is characteristic of a campaign event.
robert.habeck_17-09-2021_00:00_image5.jpeg;Campaign Event;Behind The Scenes;The image shows a person recording a speaker on stage with a phone, suggesting a casual, behind-the-scenes perspective of a campaign event.
fdp_20-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a large backdrop, indicating a formal setting typical of a campaign event.
christlichsozialeunion_24-09-2021_00:00_video8.jpeg;Campaign Event;Media Work;The image shows a television studio setup for a political debate or discussion, which is indicative of media coverage related to the election.
fdp_23-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and a large audience, indicating a public gathering. The text overlay suggests a message being communicated during the event.
armin_laschet_19-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to an audience in a formal setting, indicating a public gathering or event.
christianlindner_22-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking into a microphone, likely at a public event, with an audience visible in the background. The text suggests an invitation to future events, indicating a campaign setting.
cdu_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image shows a setup for a press conference with a camera focused on a stage, indicating media coverage of a political event.
dielinke_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image shows a press conference setup with a camera capturing two individuals speaking, indicating media coverage.
cdu/2021-09-20_19-55-34_UTC.jpg;Media Work;Behind The Scenes;The image shows a person with a microphone headset, possibly preparing for or engaging in a media-related activity, but the setting is informal and relaxed, suggesting a behind-the-scenes moment.
abaerbock_20-09-2021_00:00_image4.jpeg;Media Work;Media Work;The image features a person speaking at a podium with text overlay discussing political topics, indicating a formal setting. This suggests it is part of a media event or coverage.
christlichsozialeunion_20-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image shows an 'ON AIR' sign, indicating a broadcast or media-related activity, which aligns with media work or preparation for a media event.
christlichsozialeunion/2021-09-17_18-58-42_UTC.jpg;Social Media Moderation;Social Media Moderation;The image shows two individuals in a casual setting, possibly engaging with the camera in a spontaneous manner. This suggests a less formal interaction typical of social media content.
christlichsozialeunion_16-09-2021_00:00_video5.jpeg;Social Media Moderation;Media Work;The image shows two individuals standing in front of a campaign backdrop, suggesting a promotional or media-related interaction.
olafscholz/2021-09-18_16-51-02_UTC.jpg;Social Media Moderation;Social Media Moderation;The image shows a close-up of a person with text overlay indicating their name and title, suggesting a direct and personal communication style typical of social media posts.
cdu/2021-09-22_17-17-37_UTC.jpg;Social Media Moderation;Behind The Scenes;The image shows a person in a formal setting, possibly preparing for or taking a break from an event, which suggests a candid or informal moment not directly part of a public-facing activity.
die_gruenen_25-09-2021_00:00_video13.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person in a casual setting, likely engaging with the audience directly through a camera, which suggests a spontaneous and personal connection typical of social media content.
cdu_20-09-2021_00:00_video30.jpeg;Social Media Moderation;Social Media Moderation;The image shows individuals in a casual setting, directly engaging with the camera, which suggests a spontaneous and personal connection typical of social media content.
fdp_18-09-2021_00:00_video0.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person speaking directly to the camera in a casual setting, which suggests a spontaneous and personal connection typical of social media engagement.
die_gruenen_23-09-2021_00:00_video1.jpeg;Social Media Moderation;Social Media Moderation;The image features an individual in a casual setting with text overlay, suggesting a personal or social message rather than a formal campaign event or media work.
olafscholz_17-09-2021_00:00_video6.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual setting, likely for social media interaction. The presence of a question prompt suggests an informal, spontaneous engagement typical of social media moderation.
nicola_beer_20-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a large indoor gathering with people seated at tables, likely indicating a formal event or conference. The presence of text and a 'live' indicator suggests it is being broadcast or streamed.
nicola_beer_20-09-2021_00:00_image11.jpeg;Campaign Event;Campaign Event;The image shows a formal gathering with a speaker addressing an audience, which is typical of a campaign event.
atesgurpinar/2021-09-19_08-42-11_UTC_7.jpg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and people holding signs, indicating a political event or rally.
abaerbock/2021-09-15_13-20-23_UTC_8.jpg;Campaign Event;Campaign Event;The image shows a crowd gathered, likely for a political event, with a person holding a microphone in the foreground. This suggests a public gathering or rally.
nicola_beer_22-09-2021_00:00_video6.jpeg;Campaign Event;Campaign Event;The image shows a group of people seated in a room, likely attending a discussion or presentation related to European policy. This setting suggests a formal gathering or event.
nicola_beer_20-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a large indoor event with a stage and audience, typical of a formal gathering or conference.
abaerbock/2021-09-17_19-48-04_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a candid moment during what appears to be a public event, with a person looking up at a speaker or performer. The presence of an audience suggests a campaign event setting.
nicola_beer_23-09-2021_00:00_image0.jpeg;Campaign Event;Behind The Scenes;The image shows a casual gathering with a person speaking informally to a small group, which suggests a behind-the-scenes or informal event setting.
robert.habeck/2021-09-15_19-03-35_UTC_6.jpg;Campaign Event;Review;The image shows a person taking a photo with a camera, which does not clearly fit into any specific category related to campaign activities or events. It lacks context to determine if it's part of a campaign event, media work, or another category.
robert.habeck_24-09-2021_00:00_image10.jpeg;Campaign Event;Campaign Event;The image shows a person in a public setting with a stage in the background, suggesting a political event. The text 'Danke Göttingen!' implies a thank you message after an event, likely a campaign rally or gathering.
armin_laschet_26-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a large gathering with a crowd, indicating a public event. The presence of many people, some holding signs, suggests a political rally or gathering.
cdu_19-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a large gathering under a tent, which suggests a formal event setting. The presence of a crowd and a structured environment indicates it is likely a campaign event.
robert.habeck_18-09-2021_00:00_video3.jpeg;Campaign Event;Behind The Scenes;The image shows people in a candid setting, possibly preparing or observing an event setup, which suggests a behind-the-scenes look at a campaign event.
armin_laschet_17-09-2021_00:00_video13.jpeg;Campaign Event;Campaign Event;The image shows a politician arriving at an event with a crowd present, indicating a public gathering or rally.
susanne_hennig_wellsow/2021-09-17_11-47-48_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a group of people wearing yellow vests gathered outdoors, possibly for a meeting or event. This setting suggests an organized gathering, which aligns with a campaign event.
fdp_20-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a large gathering with people giving a standing ovation, likely at a formal event or conference. The presence of a stage and a large screen suggests a structured event setting.
saskiaesken_25-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a group of people gathered, likely waiting for a speech, which suggests a public event setting.
die_gruenen_25-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with signs and a hashtag related to a climate strike, indicating a political event or protest.
cdu_25-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a formal gathering with politicians at a table, indicating a political event or celebration. The presence of a stage and audience suggests a campaign event setting.
armin_laschet_25-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a gathering with banners and a crowd, indicating a formal political event.
robert.habeck_16-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows people clapping, likely at a public event, with text overlay referencing a large event. This suggests it is part of a political gathering or rally.
armin_laschet_18-09-2021_00:00_video0.jpeg;Campaign Event;Individual Voter Contact;The image shows a politician interacting with a crowd, suggesting a direct engagement with voters.
spdde_25-09-2021_00:00_image1.jpeg;Campaign Material;Campaign Material;The image shows a group of people holding campaign posters featuring a candidate's name and image. This is typical of campaign materials used to promote a candidate.
spdde_25-09-2021_00:00_image2.jpeg;Campaign Material;Campaign Material;The image shows a person holding a campaign poster, which is a visual documentation of campaign paraphernalia.
afd.bund_17-09-2021_00:00_image1.jpeg;Campaign Material;Campaign Material;The image shows a campaign booth with a tent featuring the AfD logo, which is a type of campaign material used for political promotion.
cdu_18-09-2021_00:00_image2.jpeg;Campaign Material;Campaign Event;The image shows two individuals standing in front of a van with campaign branding, suggesting a promotional or campaign-related setting. The presence of campaign posters and the informal interaction indicate a campaign event or promotional activity.
susanne_hennig_wellsow/2021-09-14_16-35-45_UTC.jpg;Campaign Material;Individual Voter Contact;The image shows individuals wearing masks and holding campaign materials, likely engaging in direct voter contact or canvassing activities. This suggests a personal interaction with voters.
susanne_hennig_wellsow_24-09-2021_00:00_image4.jpeg;Campaign Material;Individual Voter Contact;The image shows a person engaging in door-to-door canvassing, which is a direct interaction with voters.
atesgurpinar/2021-09-16_07-42-52_UTC_1.jpg;Campaign Material;Campaign Material;The image shows a group of people standing in front of a booth with campaign materials, such as posters and flyers, which are typical of campaign-related activities.
fw_bayern_19-09-2021_00:00_video3.jpeg;Campaign Material;Campaign Material;The image shows a group of people standing behind a table with campaign materials, indicating active promotion and distribution of campaign-related items.
dielinke_23-09-2021_00:00_video2.jpeg;Campaign Material;Campaign Material;The image shows campaign materials being distributed, which is a direct representation of campaign-related activities and materials.
dielinke/2021-09-22_07-45-52_UTC_6.jpg;Behind The Scenes;Behind The Scenes;The image shows a person in a candid moment, likely preparing for or wrapping up an event, which is typical of behind-the-scenes activities.
christlichsozialeunion_25-09-2021_00:00_video1.jpeg;Review;Campaign Material;The image shows a flag with the CDU/CSU logo, which is typically used as campaign material to promote the party. The text mentions a final rally, indicating its use in a campaign context.
olafscholz_19-09-2021_00:00_image3.jpeg;Review;Individual Voter Contact;The image shows a person with a party book and mentions taking selfies, indicating personal interaction and engagement with voters.
nicola_beer/2021-09-23_12-42-44_UTC_1.jpg;Behind The Scenes;Campaign Event;The image shows individuals walking in front of a van with a campaign image, suggesting a public setting related to campaign activities.
armin_laschet/2021-09-21_05-10-21_UTC_1.jpg;Review;Behind The Scenes;The image shows individuals standing in front of a CDU sign, suggesting a formal or informal gathering related to the campaign. It does not appear to be a large public event or media work, but rather a more casual interaction possibly before or after an event.
olafscholz/2021-09-26_09-32-19_UTC.jpg;Review;Campaign Event;The image shows a politician walking with others, likely in a public setting, with media presence indicated by cameras and microphones. This suggests a public appearance or event.
christlichsozialeunion_16-09-2021_00:00_video13.jpeg;Review;Behind The Scenes;The image shows a politician in a casual setting, likely preparing for or arriving at an event, with text indicating an upcoming speech and a livestream. This suggests a behind-the-scenes moment rather than a formal campaign event.
fw_bayern_24-09-2021_00:00_image5.jpeg;Review;Campaign Event;The image shows a group of people posing with a certificate in front of a building, indicating a formal presentation or award ceremony. The text overlay provides additional context about the event.
robert.habeck_25-09-2021_00:00_image10.jpeg;Review;Social Media Moderation;The image shows two individuals in a casual setting, likely engaging with the public or each other in a relaxed manner. There is no indication of a formal event or media interaction, suggesting a more personal or informal moment.
abaerbock_25-09-2021_00:00_image4.jpeg;Review;Campaign Event;The image shows individuals participating in a public event, specifically a climate strike in Cologne. The setting and context suggest involvement in a public demonstration or gathering.
abaerbock_17-09-2021_00:00_image2.jpeg;Review;Behind The Scenes;The image shows a candid interaction between individuals, likely in a casual or informal setting, with a focus on personal engagement. The text overlay suggests a discussion on social issues, which aligns with a behind-the-scenes or informal context.
saskiaesken_13-09-2021_00:00_image0.jpeg;Behind The Scenes;Behind The Scenes;The image shows a candid moment with individuals in a casual setting, likely during a break or informal discussion at an event. This aligns with the 'Behind The Scenes' category.
spdde_26-09-2021_00:00_video7.jpeg;Behind The Scenes;Behind The Scenes;The image shows a person in a casual setting with campaign-related text and tags, suggesting informal engagement and preparation for a campaign activity.
die_gruenen_13-09-2021_00:00_video4.jpeg;Behind The Scenes;Media Work;The image shows a media setup with cameras and a studio, indicating media coverage or a press event.
markus.soeder/2021-09-15_15-55-29_UTC_3.jpg;Review;Media Work;The image shows a person speaking into a microphone in what appears to be a formal setting, possibly a panel or discussion, which is indicative of media work or a press-related event.
armin_laschet_14-09-2021_00:00_video3.jpeg;Behind The Scenes;Behind The Scenes;The image shows a behind-the-scenes moment at a political event, indicated by the 'After Show' text and the informal setting with people holding signs.
